Pikachu, pikachu@pika.com, pikachu, 123123123, moderator
Charmander, charmander@char.com, charmander, 123123123, regular
Eevee, ee@vee.com, eevee, 123123123, regular
Bulbasaur, bulbasaur@bulba.com, bulbasaur, 123123123, regular
Squirtle, squirtle@squirt.com, squirtle, 123123123, regular
Jigglypuff, jiggly@puff.com, jigglypuff, 123123123, regular
Meowth, meowth@meow.com, meowth, 123123123, regular
Psyduck, psyduck@psy.com, psyduck, 123123123, regular
Machop, machop@mach.com, machop, 123123123, regular
Geodude, geodude@geo.com, geodude, 123123123, regular
Magnemite, magnemite@mag.com, magnemite, 123123123, regular
Onix, onix@onix.com, onix, 123123123, regular
Cubone, cubone@cube.com, cubone, 123123123, regular
Pidgey, pidgey@pidg.com, pidgey, 123123123, regular
Rattata, rattata@rat.com, rattata, 123123123, regular
Zubat, zubat@zoo.com, zubat, 123123123, regular
Oddish, oddish@odd.com, oddish, 123123123, regular
Diglett, diglett@dig.com, diglett, 123123123, regular
Poliwag, poliwag@poli.com, poliwag, 123123123, regular
Abra, abra@magic.com, abra, 123123123, regular
Machamp, machamp@champ.com, machamp, 123123123, moderator
Gastly, gastly@ghost.com, gastly, 123123123, regular
Drowzee, drowzee@sleep.com, drowzee, 123123123, regular
Voltorb, voltorb@volt.com, voltorb, 123123123, regular
Exeggcute, exeggcute@egg.com, exeggcute, 123123123, regular
Hitmonlee, hitmonlee@kick.com, hitmonlee, 123123123, regular
Koffing, koffing@smoke.com, koffing, 123123123, regular
Rhyhorn, rhyhorn@rock.com, rhyhorn, 123123123, regular
Chansey, chansey@luck.com, chansey, 123123123, moderator
Kangaskhan, kangaskhan@roo.com, kangaskhan, 123123123, regular
Horsea, horsea@sea.com, horsea, 123123123, regular
Scyther, scyther@blade.com, scyther, 123123123, regular
Magikarp, magikarp@fish.com, magikarp, 123123123, regular
